Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas8860        Pavarde8860                     3.96            4.20
Vardas8908        Pavarde8908                     3.96            3.80
Vardas9050        Pavarde9050                     3.96            3.80
Vardas9084        Pavarde9084                     3.96            3.80
Vardas9125        Pavarde9125                     3.96            3.80
Vardas9158        Pavarde9158                     3.96            5.00
Vardas9361        Pavarde9361                     3.96            4.20
Vardas9578        Pavarde9578                     3.96            3.80
Vardas9755        Pavarde9755                     3.96            4.20
Vardas9825        Pavarde9825                     3.96            3.80
Vardas6378        Pavarde6378                     3.96            4.20
Vardas8589        Pavarde8589                     3.96            4.60
Vardas1070        Pavarde1070                     4.00            4.00
Vardas1078        Pavarde1078                     4.00            4.00
Vardas1129        Pavarde1129                     4.00            3.60
Vardas1201        Pavarde1201                     4.00            4.00
Vardas121         Pavarde121                      4.00            4.00
Vardas1378        Pavarde1378                     4.00            4.00
Vardas145         Pavarde145                      4.00            4.80
Vardas1571        Pavarde1571                     4.00            4.80
Vardas1666        Pavarde1666                     4.00            4.00
Vardas1690        Pavarde1690                     4.00            4.00
Vardas2011        Pavarde2011                     4.00            4.00
Vardas2025        Pavarde2025                     4.00            4.00
Vardas212         Pavarde212                      4.00            4.00
Vardas2162        Pavarde2162                     4.00            3.60
Vardas2182        Pavarde2182                     4.00            3.60
Vardas2194        Pavarde2194                     4.00            4.00
Vardas243         Pavarde243                      4.00            4.40
Vardas2578        Pavarde2578                     4.00            3.60
Vardas2794        Pavarde2794                     4.00            4.00
Vardas2817        Pavarde2817                     4.00            4.00
Vardas2896        Pavarde2896                     4.00            3.60
Vardas2912        Pavarde2912                     4.00            4.40
Vardas3039        Pavarde3039                     4.00            4.40
Vardas3060        Pavarde3060                     4.00            4.00
Vardas3143        Pavarde3143                     4.00            4.40
Vardas332         Pavarde332                      4.00            3.60
Vardas3773        Pavarde3773                     4.00            4.00
Vardas396         Pavarde396                      4.00            4.00
Vardas3969        Pavarde3969                     4.00            3.60
Vardas3975        Pavarde3975                     4.00            4.00
Vardas4195        Pavarde4195                     4.00            4.00
Vardas4396        Pavarde4396                     4.00            4.00
Vardas4521        Pavarde4521                     4.00            3.60
Vardas4669        Pavarde4669                     4.00            4.80
Vardas4901        Pavarde4901                     4.00            4.40
