Name              Surname                   Final(Avg)      Final(Med)
Vardas5102        Pavarde5102                     6.80            6.40
Vardas5461        Pavarde5461                     6.80            6.80
Vardas5625        Pavarde5625                     6.80            6.40
Vardas5649        Pavarde5649                     6.80            6.80
Vardas573         Pavarde573                      6.80            6.40
Vardas5837        Pavarde5837                     6.80            6.40
Vardas5875        Pavarde5875                     6.80            6.80
Vardas6060        Pavarde6060                     6.80            6.80
Vardas6119        Pavarde6119                     6.80            6.80
Vardas6127        Pavarde6127                     6.80            7.20
Vardas6135        Pavarde6135                     6.80            7.20
Vardas6148        Pavarde6148                     6.80            7.20
Vardas6296        Pavarde6296                     6.80            6.40
Vardas6318        Pavarde6318                     6.80            6.80
Vardas65          Pavarde65                       6.80            6.80
Vardas6717        Pavarde6717                     6.80            7.60
Vardas6786        Pavarde6786                     6.80            6.40
Vardas6841        Pavarde6841                     6.80            7.20
Vardas6939        Pavarde6939                     6.80            6.80
Vardas7067        Pavarde7067                     6.80            7.20
Vardas7191        Pavarde7191                     6.80            6.40
Vardas7666        Pavarde7666                     6.80            5.60
Vardas778         Pavarde778                      6.80            6.80
Vardas8361        Pavarde8361                     6.80            6.00
Vardas8468        Pavarde8468                     6.80            6.80
Vardas8499        Pavarde8499                     6.80            6.80
Vardas874         Pavarde874                      6.80            7.20
Vardas8780        Pavarde8780                     6.80            6.80
Vardas881         Pavarde881                      6.80            7.20
Vardas9031        Pavarde9031                     6.80            6.00
Vardas95          Pavarde95                       6.80            6.80
Vardas9877        Pavarde9877                     6.80            7.60
Vardas1144        Pavarde1144                     6.84            6.60
Vardas1469        Pavarde1469                     6.84            7.00
Vardas1485        Pavarde1485                     6.84            6.60
Vardas1515        Pavarde1515                     6.84            7.00
Vardas1757        Pavarde1757                     6.84            6.20
Vardas1824        Pavarde1824                     6.84            7.00
Vardas2238        Pavarde2238                     6.84            7.00
Vardas2408        Pavarde2408                     6.84            6.60
Vardas2483        Pavarde2483                     6.84            6.60
Vardas2550        Pavarde2550                     6.84            6.60
Vardas260         Pavarde260                      6.84            7.00
Vardas2611        Pavarde2611                     6.84            6.60
Vardas2874        Pavarde2874                     6.84            6.60
Vardas3099        Pavarde3099                     6.84            6.60
