Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas408         Pavarde408                      7.20            6.80
Vardas4450        Pavarde4450                     7.20            6.80
Vardas4727        Pavarde4727                     7.20            7.20
Vardas4873        Pavarde4873                     7.20            7.20
Vardas4970        Pavarde4970                     7.20            8.00
Vardas5175        Pavarde5175                     7.20            7.20
Vardas5225        Pavarde5225                     7.20            6.40
Vardas5250        Pavarde5250                     7.20            7.60
Vardas5386        Pavarde5386                     7.20            7.20
Vardas6031        Pavarde6031                     7.20            7.20
Vardas605         Pavarde605                      7.20            7.20
Vardas6145        Pavarde6145                     7.20            7.20
Vardas6407        Pavarde6407                     7.20            7.20
Vardas6437        Pavarde6437                     7.20            7.60
Vardas6455        Pavarde6455                     7.20            7.60
Vardas6675        Pavarde6675                     7.20            6.80
Vardas6684        Pavarde6684                     7.20            6.80
Vardas6773        Pavarde6773                     7.20            7.20
Vardas6785        Pavarde6785                     7.20            7.60
Vardas6900        Pavarde6900                     7.20            6.80
Vardas7036        Pavarde7036                     7.20            6.40
Vardas734         Pavarde734                      7.20            6.80
Vardas7473        Pavarde7473                     7.20            6.80
Vardas7524        Pavarde7524                     7.20            7.60
Vardas7617        Pavarde7617                     7.20            7.20
Vardas7671        Pavarde7671                     7.20            7.60
Vardas7835        Pavarde7835                     7.20            7.60
Vardas826         Pavarde826                      7.20            7.60
Vardas8297        Pavarde8297                     7.20            8.00
Vardas8300        Pavarde8300                     7.20            6.80
Vardas8319        Pavarde8319                     7.20            7.60
Vardas8519        Pavarde8519                     7.20            8.00
Vardas8563        Pavarde8563                     7.20            7.20
Vardas8744        Pavarde8744                     7.20            7.20
Vardas8830        Pavarde8830                     7.20            6.80
Vardas8955        Pavarde8955                     7.20            7.60
Vardas9044        Pavarde9044                     7.20            7.20
Vardas9057        Pavarde9057                     7.20            7.20
Vardas920         Pavarde920                      7.20            6.80
Vardas9274        Pavarde9274                     7.20            6.40
Vardas9586        Pavarde9586                     7.20            7.20
Vardas9922        Pavarde9922                     7.20            7.20
Vardas9988        Pavarde9988                     7.20            6.80
Vardas10000       Pavarde10000                    7.24            7.00
Vardas1211        Pavarde1211                     7.24            6.20
Vardas156         Pavarde156                      7.24            7.00
Vardas1579        Pavarde1579                     7.24            7.80
